,"(a,b)",input_a,input_b,operand,const,output,MR1_input_a,MR1_input_b,MR1_inputs,MR1_output,MR1_checker
23,"(1,7)",1,7,sum,6,8.0,7.0,1.0,"(7,1)",8.0,No-violated
24,"(5,0)",5,0,sum,6,5.0,0.0,5.0,"(0,5)",5.0,No-violated
25,"(6,0)",6,0,sum,6,6.0,0.0,6.0,"(0,6)",6.0,No-violated
26,"(7,6)",7,6,sum,6,13.0,6.0,7.0,"(6,7)",13.0,No-violated
27,"(7,0)",7,0,sum,6,7.0,0.0,7.0,"(0,7)",7.0,No-violated
28,"(4,4)",4,4,sum,6,8.0,4.0,4.0,"(4,4)",8.0,No-violated
29,"(2,5)",2,5,sum,6,7.0,5.0,2.0,"(5,2)",7.0,No-violated
30,"(4,5)",4,5,sum,6,9.0,5.0,4.0,"(5,4)",9.0,No-violated
31,"(2,7)",2,7,sum,6,9.0,7.0,2.0,"(7,2)",9.0,No-violated
32,"(6,3)",6,3,sum,6,9.0,3.0,6.0,"(3,6)",9.0,No-violated
33,"(7,9)",7,9,sum,6,16.0,9.0,7.0,"(9,7)",16.0,No-violated
34,"(6,2)",6,2,sum,6,8.0,2.0,6.0,"(2,6)",8.0,No-violated
35,"(1,2)",1,2,sum,6,3.0,2.0,1.0,"(2,1)",3.0,No-violated
36,"(6,9)",6,9,sum,6,15.0,9.0,6.0,"(9,6)",15.0,No-violated
37,"(2,4)",2,4,sum,6,6.0,4.0,2.0,"(4,2)",6.0,No-violated
38,"(7,8)",7,8,sum,6,15.0,8.0,7.0,"(8,7)",15.0,No-violated
39,"(1,6)",1,6,sum,6,7.0,6.0,1.0,"(6,1)",7.0,No-violated
40,"(1,6)",1,6,sum,6,7.0,6.0,1.0,"(6,1)",7.0,No-violated
41,"(1,9)",1,9,sum,6,10.0,9.0,1.0,"(9,1)",10.0,No-violated
42,"(0,7)",0,7,sum,6,7.0,7.0,0.0,"(7,0)",7.0,No-violated
43,"(4,7)",4,7,sum,6,11.0,7.0,4.0,"(7,4)",11.0,No-violated
44,"(3,5)",3,5,sum,6,8.0,5.0,3.0,"(5,3)",8.0,No-violated
45,"(1,7)",1,7,sum,6,8.0,7.0,1.0,"(7,1)",8.0,No-violated
46,"(5,8)",5,8,sum,6,13.0,8.0,5.0,"(8,5)",13.0,No-violated
47,"(5,1)",5,1,sum,6,6.0,1.0,5.0,"(1,5)",6.0,No-violated
48,"(8,8)",8,8,sum,6,16.0,8.0,8.0,"(8,8)",16.0,No-violated
49,"(6,6)",6,6,sum,6,12.0,6.0,6.0,"(6,6)",12.0,No-violated
50,"(5,2)",5,2,sum,6,7.0,2.0,5.0,"(2,5)",7.0,No-violated
51,"(3,5)",3,5,sum,6,8.0,5.0,3.0,"(5,3)",8.0,No-violated
52,"(9,9)",9,9,sum,6,18.0,9.0,9.0,"(9,9)",18.0,No-violated
53,"(2,4)",2,4,sum,6,6.0,4.0,2.0,"(4,2)",6.0,No-violated
54,"(9,7)",9,7,sum,6,16.0,7.0,9.0,"(7,9)",16.0,No-violated
55,"(0,2)",0,2,sum,6,2.0,2.0,0.0,"(2,0)",2.0,No-violated
56,"(0,2)",0,2,sum,6,2.0,2.0,0.0,"(2,0)",2.0,No-violated
57,"(0,1)",0,1,sum,6,1.0,1.0,0.0,"(1,0)",1.0,No-violated
58,"(6,1)",6,1,sum,6,7.0,1.0,6.0,"(1,6)",7.0,No-violated
59,"(9,3)",9,3,sum,6,12.0,3.0,9.0,"(3,9)",12.0,No-violated
60,"(4,2)",4,2,sum,6,6.0,2.0,4.0,"(2,4)",6.0,No-violated
61,"(0,3)",0,3,sum,6,3.0,3.0,0.0,"(3,0)",3.0,No-violated
62,"(6,3)",6,3,sum,6,9.0,3.0,6.0,"(3,6)",9.0,No-violated
63,"(9,7)",9,7,sum,6,16.0,7.0,9.0,"(7,9)",16.0,No-violated
64,"(3,4)",3,4,sum,6,7.0,4.0,3.0,"(4,3)",7.0,No-violated
65,"(5,7)",5,7,sum,6,12.0,7.0,5.0,"(7,5)",12.0,No-violated
66,"(9,6)",9,6,sum,6,15.0,6.0,9.0,"(6,9)",15.0,No-violated
67,"(3,4)",3,4,sum,6,7.0,4.0,3.0,"(4,3)",7.0,No-violated
68,"(7,4)",7,4,sum,6,11.0,4.0,7.0,"(4,7)",11.0,No-violated
69,"(7,9)",7,9,sum,6,16.0,9.0,7.0,"(9,7)",16.0,No-violated
70,"(5,7)",5,7,sum,6,12.0,7.0,5.0,"(7,5)",12.0,No-violated
71,"(5,8)",5,8,sum,6,13.0,8.0,5.0,"(8,5)",13.0,No-violated
72,"(0,6)",0,6,sum,6,6.0,6.0,0.0,"(6,0)",6.0,No-violated
73,"(1,0)",1,0,sum,6,1.0,0.0,1.0,"(0,1)",1.0,No-violated
74,"(2,2)",2,2,sum,6,4.0,2.0,2.0,"(2,2)",4.0,No-violated
75,"(3,7)",3,7,sum,6,10.0,7.0,3.0,"(7,3)",10.0,No-violated
76,"(1,7)",1,7,sum,6,8.0,7.0,1.0,"(7,1)",8.0,No-violated
77,"(9,9)",9,9,sum,6,18.0,9.0,9.0,"(9,9)",18.0,No-violated
78,"(2,9)",2,9,sum,6,11.0,9.0,2.0,"(9,2)",11.0,No-violated
79,"(4,8)",4,8,sum,6,12.0,8.0,4.0,"(8,4)",12.0,No-violated
80,"(5,4)",5,4,sum,6,9.0,4.0,5.0,"(4,5)",9.0,No-violated
81,"(2,6)",2,6,sum,6,8.0,6.0,2.0,"(6,2)",8.0,No-violated
82,"(1,6)",1,6,sum,6,7.0,6.0,1.0,"(6,1)",7.0,No-violated
83,"(6,2)",6,2,sum,6,8.0,2.0,6.0,"(2,6)",8.0,No-violated
84,"(4,1)",4,1,sum,6,5.0,1.0,4.0,"(1,4)",5.0,No-violated
85,"(2,7)",2,7,sum,6,9.0,7.0,2.0,"(7,2)",9.0,No-violated
86,"(6,5)",6,5,sum,6,11.0,5.0,6.0,"(5,6)",11.0,No-violated
87,"(9,4)",9,4,sum,6,13.0,4.0,9.0,"(4,9)",13.0,No-violated
88,"(8,1)",8,1,sum,6,9.0,1.0,8.0,"(1,8)",9.0,No-violated
89,"(9,4)",9,4,sum,6,13.0,4.0,9.0,"(4,9)",13.0,No-violated
90,"(4,0)",4,0,sum,6,4.0,0.0,4.0,"(0,4)",4.0,No-violated
91,"(4,3)",4,3,sum,6,7.0,3.0,4.0,"(3,4)",7.0,No-violated
92,"(5,1)",5,1,sum,6,6.0,1.0,5.0,"(1,5)",6.0,No-violated
93,"(3,5)",3,5,sum,6,8.0,5.0,3.0,"(5,3)",8.0,No-violated
94,"(2,5)",2,5,sum,6,7.0,5.0,2.0,"(5,2)",7.0,No-violated
95,"(2,7)",2,7,sum,6,9.0,7.0,2.0,"(7,2)",9.0,No-violated
96,"(2,3)",2,3,sum,6,5.0,3.0,2.0,"(3,2)",5.0,No-violated
97,"(1,3)",1,3,sum,6,4.0,3.0,1.0,"(3,1)",4.0,No-violated
98,"(0,6)",0,6,sum,6,6.0,6.0,0.0,"(6,0)",6.0,No-violated
99,"(1,8)",1,8,sum,6,9.0,8.0,1.0,"(8,1)",9.0,No-violated
