,"(a,b)",input_a,input_b,operand,const,output,MR3_input_a,MR3_input_b,MR3_inputs,MR3_output,MR3_checker
52,"(9,9)",9,9,sub,6,0.0,15.0,15.0,"(15,15)",0.0,No-violated
53,"(2,4)",2,4,sub,6,-2.0,8.0,10.0,"(8,10)",-2.0,No-violated
54,"(9,7)",9,7,sub,6,2.0,15.0,13.0,"(15,13)",2.0,No-violated
55,"(0,2)",0,2,sub,6,-2.0,6.0,8.0,"(6,8)",-2.0,No-violated
56,"(0,2)",0,2,sub,6,-2.0,6.0,8.0,"(6,8)",-2.0,No-violated
57,"(0,1)",0,1,sub,6,-1.0,6.0,7.0,"(6,7)",-1.0,No-violated
58,"(6,1)",6,1,sub,6,5.0,12.0,7.0,"(12,7)",5.0,No-violated
59,"(9,3)",9,3,sub,6,6.0,15.0,9.0,"(15,9)",6.0,No-violated
60,"(4,2)",4,2,sub,6,2.0,10.0,8.0,"(10,8)",2.0,No-violated
61,"(0,3)",0,3,sub,6,-3.0,6.0,9.0,"(6,9)",-3.0,No-violated
62,"(6,3)",6,3,sub,6,3.0,12.0,9.0,"(12,9)",3.0,No-violated
63,"(9,7)",9,7,sub,6,2.0,15.0,13.0,"(15,13)",2.0,No-violated
64,"(3,4)",3,4,sub,6,-1.0,9.0,10.0,"(9,10)",-1.0,No-violated
65,"(5,7)",5,7,sub,6,-2.0,11.0,13.0,"(11,13)",-2.0,No-violated
66,"(9,6)",9,6,sub,6,3.0,15.0,12.0,"(15,12)",3.0,No-violated
67,"(3,4)",3,4,sub,6,-1.0,9.0,10.0,"(9,10)",-1.0,No-violated
68,"(7,4)",7,4,sub,6,3.0,13.0,10.0,"(13,10)",3.0,No-violated
69,"(7,9)",7,9,sub,6,-2.0,13.0,15.0,"(13,15)",-2.0,No-violated
70,"(5,7)",5,7,sub,6,-2.0,11.0,13.0,"(11,13)",-2.0,No-violated
71,"(5,8)",5,8,sub,6,-3.0,11.0,14.0,"(11,14)",-3.0,No-violated
72,"(0,6)",0,6,sub,6,-6.0,6.0,12.0,"(6,12)",-6.0,No-violated
73,"(1,0)",1,0,sub,6,1.0,7.0,6.0,"(7,6)",1.0,No-violated
74,"(2,2)",2,2,sub,6,0.0,8.0,8.0,"(8,8)",0.0,No-violated
75,"(3,7)",3,7,sub,6,-4.0,9.0,13.0,"(9,13)",-4.0,No-violated
76,"(1,7)",1,7,sub,6,-6.0,7.0,13.0,"(7,13)",-6.0,No-violated
77,"(9,9)",9,9,sub,6,0.0,15.0,15.0,"(15,15)",0.0,No-violated
78,"(2,9)",2,9,sub,6,-7.0,8.0,15.0,"(8,15)",-7.0,No-violated
79,"(4,8)",4,8,sub,6,-4.0,10.0,14.0,"(10,14)",-4.0,No-violated
80,"(5,4)",5,4,sub,6,1.0,11.0,10.0,"(11,10)",1.0,No-violated
81,"(2,6)",2,6,sub,6,-4.0,8.0,12.0,"(8,12)",-4.0,No-violated
82,"(1,6)",1,6,sub,6,-5.0,7.0,12.0,"(7,12)",-5.0,No-violated
83,"(6,2)",6,2,sub,6,4.0,12.0,8.0,"(12,8)",4.0,No-violated
84,"(4,1)",4,1,sub,6,3.0,10.0,7.0,"(10,7)",3.0,No-violated
85,"(2,7)",2,7,sub,6,-5.0,8.0,13.0,"(8,13)",-5.0,No-violated
86,"(6,5)",6,5,sub,6,1.0,12.0,11.0,"(12,11)",1.0,No-violated
87,"(9,4)",9,4,sub,6,5.0,15.0,10.0,"(15,10)",5.0,No-violated
88,"(8,1)",8,1,sub,6,7.0,14.0,7.0,"(14,7)",7.0,No-violated
89,"(9,4)",9,4,sub,6,5.0,15.0,10.0,"(15,10)",5.0,No-violated
90,"(4,0)",4,0,sub,6,4.0,10.0,6.0,"(10,6)",4.0,No-violated
91,"(4,3)",4,3,sub,6,1.0,10.0,9.0,"(10,9)",1.0,No-violated
92,"(5,1)",5,1,sub,6,4.0,11.0,7.0,"(11,7)",4.0,No-violated
93,"(3,5)",3,5,sub,6,-2.0,9.0,11.0,"(9,11)",-2.0,No-violated
94,"(2,5)",2,5,sub,6,-3.0,8.0,11.0,"(8,11)",-3.0,No-violated
95,"(2,7)",2,7,sub,6,-5.0,8.0,13.0,"(8,13)",-5.0,No-violated
96,"(2,3)",2,3,sub,6,-1.0,8.0,9.0,"(8,9)",-1.0,No-violated
97,"(1,3)",1,3,sub,6,-2.0,7.0,9.0,"(7,9)",-2.0,No-violated
98,"(0,6)",0,6,sub,6,-6.0,6.0,12.0,"(6,12)",-6.0,No-violated
99,"(1,8)",1,8,sub,6,-7.0,7.0,14.0,"(7,14)",-7.0,No-violated
