,"(a,b)",input_a,input_b,operand,const,output,MR1_input_a,MR1_input_b,MR1_inputs,MR1_output,MR1_checker
110,"(0,2)",0,2,sub,6,-2.0,2.0,0.0,"(2,0)",2.0,Violated
111,"(0,2)",0,2,sum,6,2.0,2.0,0.0,"(2,0)",2.0,No-violated
112,"(0,2)",0,2,sub,6,-2.0,2.0,0.0,"(2,0)",2.0,Violated
113,"(0,2)",0,2,sum,6,2.0,2.0,0.0,"(2,0)",2.0,No-violated
114,"(0,1)",0,1,sub,6,-1.0,1.0,0.0,"(1,0)",1.0,Violated
115,"(0,1)",0,1,sum,6,1.0,1.0,0.0,"(1,0)",1.0,No-violated
116,"(6,1)",6,1,sub,6,5.0,1.0,6.0,"(1,6)",-5.0,Violated
117,"(6,1)",6,1,sum,6,7.0,1.0,6.0,"(1,6)",7.0,No-violated
118,"(9,3)",9,3,sub,6,6.0,3.0,9.0,"(3,9)",-6.0,Violated
119,"(9,3)",9,3,sum,6,12.0,3.0,9.0,"(3,9)",12.0,No-violated
120,"(4,2)",4,2,sub,6,2.0,2.0,4.0,"(2,4)",-2.0,Violated
121,"(4,2)",4,2,sum,6,6.0,2.0,4.0,"(2,4)",6.0,No-violated
122,"(0,3)",0,3,sub,6,-3.0,3.0,0.0,"(3,0)",3.0,Violated
123,"(0,3)",0,3,sum,6,3.0,3.0,0.0,"(3,0)",3.0,No-violated
124,"(6,3)",6,3,sub,6,3.0,3.0,6.0,"(3,6)",-3.0,Violated
125,"(6,3)",6,3,sum,6,9.0,3.0,6.0,"(3,6)",9.0,No-violated
126,"(9,7)",9,7,sub,6,2.0,7.0,9.0,"(7,9)",-2.0,Violated
127,"(9,7)",9,7,sum,6,16.0,7.0,9.0,"(7,9)",16.0,No-violated
128,"(3,4)",3,4,sub,6,-1.0,4.0,3.0,"(4,3)",1.0,Violated
129,"(3,4)",3,4,sum,6,7.0,4.0,3.0,"(4,3)",7.0,No-violated
130,"(5,7)",5,7,sub,6,-2.0,7.0,5.0,"(7,5)",2.0,Violated
131,"(5,7)",5,7,sum,6,12.0,7.0,5.0,"(7,5)",12.0,No-violated
132,"(9,6)",9,6,sub,6,3.0,6.0,9.0,"(6,9)",-3.0,Violated
133,"(9,6)",9,6,sum,6,15.0,6.0,9.0,"(6,9)",15.0,No-violated
134,"(3,4)",3,4,sub,6,-1.0,4.0,3.0,"(4,3)",1.0,Violated
135,"(3,4)",3,4,sum,6,7.0,4.0,3.0,"(4,3)",7.0,No-violated
136,"(7,4)",7,4,sub,6,3.0,4.0,7.0,"(4,7)",-3.0,Violated
137,"(7,4)",7,4,sum,6,11.0,4.0,7.0,"(4,7)",11.0,No-violated
138,"(7,9)",7,9,sub,6,-2.0,9.0,7.0,"(9,7)",2.0,Violated
139,"(7,9)",7,9,sum,6,16.0,9.0,7.0,"(9,7)",16.0,No-violated
140,"(5,7)",5,7,sub,6,-2.0,7.0,5.0,"(7,5)",2.0,Violated
141,"(5,7)",5,7,sum,6,12.0,7.0,5.0,"(7,5)",12.0,No-violated
142,"(5,8)",5,8,sub,6,-3.0,8.0,5.0,"(8,5)",3.0,Violated
143,"(5,8)",5,8,sum,6,13.0,8.0,5.0,"(8,5)",13.0,No-violated
144,"(0,6)",0,6,sub,6,-6.0,6.0,0.0,"(6,0)",6.0,Violated
145,"(0,6)",0,6,sum,6,6.0,6.0,0.0,"(6,0)",6.0,No-violated
146,"(1,0)",1,0,sub,6,1.0,0.0,1.0,"(0,1)",-1.0,Violated
147,"(1,0)",1,0,sum,6,1.0,0.0,1.0,"(0,1)",1.0,No-violated
148,"(2,2)",2,2,sub,6,0.0,2.0,2.0,"(2,2)",0.0,No-violated
149,"(2,2)",2,2,sum,6,4.0,2.0,2.0,"(2,2)",4.0,No-violated
150,"(3,7)",3,7,sub,6,-4.0,7.0,3.0,"(7,3)",4.0,Violated
151,"(3,7)",3,7,sum,6,10.0,7.0,3.0,"(7,3)",10.0,No-violated
152,"(1,7)",1,7,sub,6,-6.0,7.0,1.0,"(7,1)",6.0,Violated
153,"(1,7)",1,7,sum,6,8.0,7.0,1.0,"(7,1)",8.0,No-violated
154,"(9,9)",9,9,sub,6,0.0,9.0,9.0,"(9,9)",0.0,No-violated
155,"(9,9)",9,9,sum,6,18.0,9.0,9.0,"(9,9)",18.0,No-violated
156,"(2,9)",2,9,sub,6,-7.0,9.0,2.0,"(9,2)",7.0,Violated
157,"(2,9)",2,9,sum,6,11.0,9.0,2.0,"(9,2)",11.0,No-violated
158,"(4,8)",4,8,sub,6,-4.0,8.0,4.0,"(8,4)",4.0,Violated
159,"(4,8)",4,8,sum,6,12.0,8.0,4.0,"(8,4)",12.0,No-violated
160,"(5,4)",5,4,sub,6,1.0,4.0,5.0,"(4,5)",-1.0,Violated
161,"(5,4)",5,4,sum,6,9.0,4.0,5.0,"(4,5)",9.0,No-violated
162,"(2,6)",2,6,sub,6,-4.0,6.0,2.0,"(6,2)",4.0,Violated
163,"(2,6)",2,6,sum,6,8.0,6.0,2.0,"(6,2)",8.0,No-violated
164,"(1,6)",1,6,sub,6,-5.0,6.0,1.0,"(6,1)",5.0,Violated
165,"(1,6)",1,6,sum,6,7.0,6.0,1.0,"(6,1)",7.0,No-violated
166,"(6,2)",6,2,sub,6,4.0,2.0,6.0,"(2,6)",-4.0,Violated
167,"(6,2)",6,2,sum,6,8.0,2.0,6.0,"(2,6)",8.0,No-violated
168,"(4,1)",4,1,sub,6,3.0,1.0,4.0,"(1,4)",-3.0,Violated
169,"(4,1)",4,1,sum,6,5.0,1.0,4.0,"(1,4)",5.0,No-violated
170,"(2,7)",2,7,sub,6,-5.0,7.0,2.0,"(7,2)",5.0,Violated
171,"(2,7)",2,7,sum,6,9.0,7.0,2.0,"(7,2)",9.0,No-violated
172,"(6,5)",6,5,sub,6,1.0,5.0,6.0,"(5,6)",-1.0,Violated
173,"(6,5)",6,5,sum,6,11.0,5.0,6.0,"(5,6)",11.0,No-violated
174,"(9,4)",9,4,sub,6,5.0,4.0,9.0,"(4,9)",-5.0,Violated
175,"(9,4)",9,4,sum,6,13.0,4.0,9.0,"(4,9)",13.0,No-violated
176,"(8,1)",8,1,sub,6,7.0,1.0,8.0,"(1,8)",-7.0,Violated
177,"(8,1)",8,1,sum,6,9.0,1.0,8.0,"(1,8)",9.0,No-violated
178,"(9,4)",9,4,sub,6,5.0,4.0,9.0,"(4,9)",-5.0,Violated
179,"(9,4)",9,4,sum,6,13.0,4.0,9.0,"(4,9)",13.0,No-violated
180,"(4,0)",4,0,sub,6,4.0,0.0,4.0,"(0,4)",-4.0,Violated
181,"(4,0)",4,0,sum,6,4.0,0.0,4.0,"(0,4)",4.0,No-violated
182,"(4,3)",4,3,sub,6,1.0,3.0,4.0,"(3,4)",-1.0,Violated
183,"(4,3)",4,3,sum,6,7.0,3.0,4.0,"(3,4)",7.0,No-violated
184,"(5,1)",5,1,sub,6,4.0,1.0,5.0,"(1,5)",-4.0,Violated
185,"(5,1)",5,1,sum,6,6.0,1.0,5.0,"(1,5)",6.0,No-violated
186,"(3,5)",3,5,sub,6,-2.0,5.0,3.0,"(5,3)",2.0,Violated
187,"(3,5)",3,5,sum,6,8.0,5.0,3.0,"(5,3)",8.0,No-violated
188,"(2,5)",2,5,sub,6,-3.0,5.0,2.0,"(5,2)",3.0,Violated
189,"(2,5)",2,5,sum,6,7.0,5.0,2.0,"(5,2)",7.0,No-violated
190,"(2,7)",2,7,sub,6,-5.0,7.0,2.0,"(7,2)",5.0,Violated
191,"(2,7)",2,7,sum,6,9.0,7.0,2.0,"(7,2)",9.0,No-violated
192,"(2,3)",2,3,sub,6,-1.0,3.0,2.0,"(3,2)",1.0,Violated
193,"(2,3)",2,3,sum,6,5.0,3.0,2.0,"(3,2)",5.0,No-violated
194,"(1,3)",1,3,sub,6,-2.0,3.0,1.0,"(3,1)",2.0,Violated
195,"(1,3)",1,3,sum,6,4.0,3.0,1.0,"(3,1)",4.0,No-violated
196,"(0,6)",0,6,sub,6,-6.0,6.0,0.0,"(6,0)",6.0,Violated
197,"(0,6)",0,6,sum,6,6.0,6.0,0.0,"(6,0)",6.0,No-violated
198,"(1,8)",1,8,sub,6,-7.0,8.0,1.0,"(8,1)",7.0,Violated
199,"(1,8)",1,8,sum,6,9.0,8.0,1.0,"(8,1)",9.0,No-violated
