,"(a,b)",input_a,input_b,operand,const,output,MR2_input_a,MR2_input_b,MR2_inputs,MR2_output,MR2_checker
57,"(4,4)",4,4,sum,6,8.0,24.0,24.0,"(24,24)",48.0,No-violated
58,"(2,5)",2,5,sub,6,-3.0,12.0,30.0,"(12,30)",-18.0,Violated
59,"(2,5)",2,5,sum,6,7.0,12.0,30.0,"(12,30)",42.0,No-violated
60,"(4,5)",4,5,sub,6,-1.0,24.0,30.0,"(24,30)",-6.0,Violated
61,"(4,5)",4,5,sum,6,9.0,24.0,30.0,"(24,30)",54.0,No-violated
62,"(2,7)",2,7,sub,6,-5.0,12.0,42.0,"(12,42)",-30.0,Violated
63,"(2,7)",2,7,sum,6,9.0,12.0,42.0,"(12,42)",54.0,No-violated
64,"(6,3)",6,3,sub,6,3.0,36.0,18.0,"(36,18)",18.0,No-violated
65,"(6,3)",6,3,sum,6,9.0,36.0,18.0,"(36,18)",54.0,No-violated
66,"(7,9)",7,9,sub,6,-2.0,42.0,54.0,"(42,54)",-12.0,Violated
67,"(7,9)",7,9,sum,6,16.0,42.0,54.0,"(42,54)",96.0,No-violated
68,"(6,2)",6,2,sub,6,4.0,36.0,12.0,"(36,12)",24.0,No-violated
69,"(6,2)",6,2,sum,6,8.0,36.0,12.0,"(36,12)",48.0,No-violated
70,"(1,2)",1,2,sub,6,-1.0,6.0,12.0,"(6,12)",-6.0,Violated
71,"(1,2)",1,2,sum,6,3.0,6.0,12.0,"(6,12)",18.0,No-violated
72,"(6,9)",6,9,sub,6,-3.0,36.0,54.0,"(36,54)",-18.0,Violated
73,"(6,9)",6,9,sum,6,15.0,36.0,54.0,"(36,54)",90.0,No-violated
74,"(2,4)",2,4,sub,6,-2.0,12.0,24.0,"(12,24)",-12.0,Violated
75,"(2,4)",2,4,sum,6,6.0,12.0,24.0,"(12,24)",36.0,No-violated
76,"(7,8)",7,8,sub,6,-1.0,42.0,48.0,"(42,48)",-6.0,Violated
77,"(7,8)",7,8,sum,6,15.0,42.0,48.0,"(42,48)",90.0,No-violated
78,"(1,6)",1,6,sub,6,-5.0,6.0,36.0,"(6,36)",-30.0,Violated
79,"(1,6)",1,6,sum,6,7.0,6.0,36.0,"(6,36)",42.0,No-violated
80,"(1,6)",1,6,sub,6,-5.0,6.0,36.0,"(6,36)",-30.0,Violated
81,"(1,6)",1,6,sum,6,7.0,6.0,36.0,"(6,36)",42.0,No-violated
82,"(1,9)",1,9,sub,6,-8.0,6.0,54.0,"(6,54)",-48.0,Violated
83,"(1,9)",1,9,sum,6,10.0,6.0,54.0,"(6,54)",60.0,No-violated
84,"(0,7)",0,7,sub,6,-7.0,0.0,42.0,"(0,42)",-42.0,Violated
85,"(0,7)",0,7,sum,6,7.0,0.0,42.0,"(0,42)",42.0,No-violated
86,"(4,7)",4,7,sub,6,-3.0,24.0,42.0,"(24,42)",-18.0,Violated
87,"(4,7)",4,7,sum,6,11.0,24.0,42.0,"(24,42)",66.0,No-violated
88,"(3,5)",3,5,sub,6,-2.0,18.0,30.0,"(18,30)",-12.0,Violated
89,"(3,5)",3,5,sum,6,8.0,18.0,30.0,"(18,30)",48.0,No-violated
90,"(1,7)",1,7,sub,6,-6.0,6.0,42.0,"(6,42)",-36.0,Violated
91,"(1,7)",1,7,sum,6,8.0,6.0,42.0,"(6,42)",48.0,No-violated
92,"(5,8)",5,8,sub,6,-3.0,30.0,48.0,"(30,48)",-18.0,Violated
93,"(5,8)",5,8,sum,6,13.0,30.0,48.0,"(30,48)",78.0,No-violated
94,"(5,1)",5,1,sub,6,4.0,30.0,6.0,"(30,6)",24.0,No-violated
95,"(5,1)",5,1,sum,6,6.0,30.0,6.0,"(30,6)",36.0,No-violated
96,"(8,8)",8,8,sub,6,0.0,48.0,48.0,"(48,48)",0.0,Violated
97,"(8,8)",8,8,sum,6,16.0,48.0,48.0,"(48,48)",96.0,No-violated
98,"(6,6)",6,6,sub,6,0.0,36.0,36.0,"(36,36)",0.0,Violated
99,"(6,6)",6,6,sum,6,12.0,36.0,36.0,"(36,36)",72.0,No-violated
100,"(5,2)",5,2,sub,6,3.0,30.0,12.0,"(30,12)",18.0,No-violated
101,"(5,2)",5,2,sum,6,7.0,30.0,12.0,"(30,12)",42.0,No-violated
102,"(3,5)",3,5,sub,6,-2.0,18.0,30.0,"(18,30)",-12.0,Violated
103,"(3,5)",3,5,sum,6,8.0,18.0,30.0,"(18,30)",48.0,No-violated
104,"(9,9)",9,9,sub,6,0.0,54.0,54.0,"(54,54)",0.0,Violated
105,"(9,9)",9,9,sum,6,18.0,54.0,54.0,"(54,54)",108.0,No-violated
106,"(2,4)",2,4,sub,6,-2.0,12.0,24.0,"(12,24)",-12.0,Violated
107,"(2,4)",2,4,sum,6,6.0,12.0,24.0,"(12,24)",36.0,No-violated
108,"(9,7)",9,7,sub,6,2.0,54.0,42.0,"(54,42)",12.0,No-violated
109,"(9,7)",9,7,sum,6,16.0,54.0,42.0,"(54,42)",96.0,No-violated
110,"(0,2)",0,2,sub,6,-2.0,0.0,12.0,"(0,12)",-12.0,Violated
111,"(0,2)",0,2,sum,6,2.0,0.0,12.0,"(0,12)",12.0,No-violated
112,"(0,2)",0,2,sub,6,-2.0,0.0,12.0,"(0,12)",-12.0,Violated
113,"(0,2)",0,2,sum,6,2.0,0.0,12.0,"(0,12)",12.0,No-violated
114,"(0,1)",0,1,sub,6,-1.0,0.0,6.0,"(0,6)",-6.0,Violated
115,"(0,1)",0,1,sum,6,1.0,0.0,6.0,"(0,6)",6.0,No-violated
116,"(6,1)",6,1,sub,6,5.0,36.0,6.0,"(36,6)",30.0,No-violated
117,"(6,1)",6,1,sum,6,7.0,36.0,6.0,"(36,6)",42.0,No-violated
118,"(9,3)",9,3,sub,6,6.0,54.0,18.0,"(54,18)",36.0,No-violated
119,"(9,3)",9,3,sum,6,12.0,54.0,18.0,"(54,18)",72.0,No-violated
120,"(4,2)",4,2,sub,6,2.0,24.0,12.0,"(24,12)",12.0,No-violated
121,"(4,2)",4,2,sum,6,6.0,24.0,12.0,"(24,12)",36.0,No-violated
122,"(0,3)",0,3,sub,6,-3.0,0.0,18.0,"(0,18)",-18.0,Violated
123,"(0,3)",0,3,sum,6,3.0,0.0,18.0,"(0,18)",18.0,No-violated
124,"(6,3)",6,3,sub,6,3.0,36.0,18.0,"(36,18)",18.0,No-violated
125,"(6,3)",6,3,sum,6,9.0,36.0,18.0,"(36,18)",54.0,No-violated
126,"(9,7)",9,7,sub,6,2.0,54.0,42.0,"(54,42)",12.0,No-violated
127,"(9,7)",9,7,sum,6,16.0,54.0,42.0,"(54,42)",96.0,No-violated
128,"(3,4)",3,4,sub,6,-1.0,18.0,24.0,"(18,24)",-6.0,Violated
129,"(3,4)",3,4,sum,6,7.0,18.0,24.0,"(18,24)",42.0,No-violated
130,"(5,7)",5,7,sub,6,-2.0,30.0,42.0,"(30,42)",-12.0,Violated
131,"(5,7)",5,7,sum,6,12.0,30.0,42.0,"(30,42)",72.0,No-violated
132,"(9,6)",9,6,sub,6,3.0,54.0,36.0,"(54,36)",18.0,No-violated
133,"(9,6)",9,6,sum,6,15.0,54.0,36.0,"(54,36)",90.0,No-violated
134,"(3,4)",3,4,sub,6,-1.0,18.0,24.0,"(18,24)",-6.0,Violated
135,"(3,4)",3,4,sum,6,7.0,18.0,24.0,"(18,24)",42.0,No-violated
136,"(7,4)",7,4,sub,6,3.0,42.0,24.0,"(42,24)",18.0,No-violated
137,"(7,4)",7,4,sum,6,11.0,42.0,24.0,"(42,24)",66.0,No-violated
138,"(7,9)",7,9,sub,6,-2.0,42.0,54.0,"(42,54)",-12.0,Violated
139,"(7,9)",7,9,sum,6,16.0,42.0,54.0,"(42,54)",96.0,No-violated
140,"(5,7)",5,7,sub,6,-2.0,30.0,42.0,"(30,42)",-12.0,Violated
141,"(5,7)",5,7,sum,6,12.0,30.0,42.0,"(30,42)",72.0,No-violated
142,"(5,8)",5,8,sub,6,-3.0,30.0,48.0,"(30,48)",-18.0,Violated
143,"(5,8)",5,8,sum,6,13.0,30.0,48.0,"(30,48)",78.0,No-violated
144,"(0,6)",0,6,sub,6,-6.0,0.0,36.0,"(0,36)",-36.0,Violated
145,"(0,6)",0,6,sum,6,6.0,0.0,36.0,"(0,36)",36.0,No-violated
146,"(1,0)",1,0,sub,6,1.0,6.0,0.0,"(6,0)",6.0,No-violated
147,"(1,0)",1,0,sum,6,1.0,6.0,0.0,"(6,0)",6.0,No-violated
148,"(2,2)",2,2,sub,6,0.0,12.0,12.0,"(12,12)",0.0,Violated
149,"(2,2)",2,2,sum,6,4.0,12.0,12.0,"(12,12)",24.0,No-violated
150,"(3,7)",3,7,sub,6,-4.0,18.0,42.0,"(18,42)",-24.0,Violated
151,"(3,7)",3,7,sum,6,10.0,18.0,42.0,"(18,42)",60.0,No-violated
152,"(1,7)",1,7,sub,6,-6.0,6.0,42.0,"(6,42)",-36.0,Violated
153,"(1,7)",1,7,sum,6,8.0,6.0,42.0,"(6,42)",48.0,No-violated
154,"(9,9)",9,9,sub,6,0.0,54.0,54.0,"(54,54)",0.0,Violated
155,"(9,9)",9,9,sum,6,18.0,54.0,54.0,"(54,54)",108.0,No-violated
156,"(2,9)",2,9,sub,6,-7.0,12.0,54.0,"(12,54)",-42.0,Violated
157,"(2,9)",2,9,sum,6,11.0,12.0,54.0,"(12,54)",66.0,No-violated
158,"(4,8)",4,8,sub,6,-4.0,24.0,48.0,"(24,48)",-24.0,Violated
159,"(4,8)",4,8,sum,6,12.0,24.0,48.0,"(24,48)",72.0,No-violated
160,"(5,4)",5,4,sub,6,1.0,30.0,24.0,"(30,24)",6.0,No-violated
161,"(5,4)",5,4,sum,6,9.0,30.0,24.0,"(30,24)",54.0,No-violated
162,"(2,6)",2,6,sub,6,-4.0,12.0,36.0,"(12,36)",-24.0,Violated
163,"(2,6)",2,6,sum,6,8.0,12.0,36.0,"(12,36)",48.0,No-violated
164,"(1,6)",1,6,sub,6,-5.0,6.0,36.0,"(6,36)",-30.0,Violated
165,"(1,6)",1,6,sum,6,7.0,6.0,36.0,"(6,36)",42.0,No-violated
166,"(6,2)",6,2,sub,6,4.0,36.0,12.0,"(36,12)",24.0,No-violated
167,"(6,2)",6,2,sum,6,8.0,36.0,12.0,"(36,12)",48.0,No-violated
168,"(4,1)",4,1,sub,6,3.0,24.0,6.0,"(24,6)",18.0,No-violated
169,"(4,1)",4,1,sum,6,5.0,24.0,6.0,"(24,6)",30.0,No-violated
170,"(2,7)",2,7,sub,6,-5.0,12.0,42.0,"(12,42)",-30.0,Violated
171,"(2,7)",2,7,sum,6,9.0,12.0,42.0,"(12,42)",54.0,No-violated
172,"(6,5)",6,5,sub,6,1.0,36.0,30.0,"(36,30)",6.0,No-violated
173,"(6,5)",6,5,sum,6,11.0,36.0,30.0,"(36,30)",66.0,No-violated
174,"(9,4)",9,4,sub,6,5.0,54.0,24.0,"(54,24)",30.0,No-violated
175,"(9,4)",9,4,sum,6,13.0,54.0,24.0,"(54,24)",78.0,No-violated
176,"(8,1)",8,1,sub,6,7.0,48.0,6.0,"(48,6)",42.0,No-violated
177,"(8,1)",8,1,sum,6,9.0,48.0,6.0,"(48,6)",54.0,No-violated
178,"(9,4)",9,4,sub,6,5.0,54.0,24.0,"(54,24)",30.0,No-violated
179,"(9,4)",9,4,sum,6,13.0,54.0,24.0,"(54,24)",78.0,No-violated
180,"(4,0)",4,0,sub,6,4.0,24.0,0.0,"(24,0)",24.0,No-violated
181,"(4,0)",4,0,sum,6,4.0,24.0,0.0,"(24,0)",24.0,No-violated
182,"(4,3)",4,3,sub,6,1.0,24.0,18.0,"(24,18)",6.0,No-violated
183,"(4,3)",4,3,sum,6,7.0,24.0,18.0,"(24,18)",42.0,No-violated
184,"(5,1)",5,1,sub,6,4.0,30.0,6.0,"(30,6)",24.0,No-violated
185,"(5,1)",5,1,sum,6,6.0,30.0,6.0,"(30,6)",36.0,No-violated
186,"(3,5)",3,5,sub,6,-2.0,18.0,30.0,"(18,30)",-12.0,Violated
187,"(3,5)",3,5,sum,6,8.0,18.0,30.0,"(18,30)",48.0,No-violated
188,"(2,5)",2,5,sub,6,-3.0,12.0,30.0,"(12,30)",-18.0,Violated
189,"(2,5)",2,5,sum,6,7.0,12.0,30.0,"(12,30)",42.0,No-violated
190,"(2,7)",2,7,sub,6,-5.0,12.0,42.0,"(12,42)",-30.0,Violated
191,"(2,7)",2,7,sum,6,9.0,12.0,42.0,"(12,42)",54.0,No-violated
192,"(2,3)",2,3,sub,6,-1.0,12.0,18.0,"(12,18)",-6.0,Violated
193,"(2,3)",2,3,sum,6,5.0,12.0,18.0,"(12,18)",30.0,No-violated
194,"(1,3)",1,3,sub,6,-2.0,6.0,18.0,"(6,18)",-12.0,Violated
195,"(1,3)",1,3,sum,6,4.0,6.0,18.0,"(6,18)",24.0,No-violated
196,"(0,6)",0,6,sub,6,-6.0,0.0,36.0,"(0,36)",-36.0,Violated
197,"(0,6)",0,6,sum,6,6.0,0.0,36.0,"(0,36)",36.0,No-violated
198,"(1,8)",1,8,sub,6,-7.0,6.0,48.0,"(6,48)",-42.0,Violated
199,"(1,8)",1,8,sum,6,9.0,6.0,48.0,"(6,48)",54.0,No-violated
