,"(a,b)",input_a,input_b,operand,const,output,MR3_input_a,MR3_input_b,MR3_inputs,MR3_output,MR3_checker
51,"(6,0)",6,0,sum,6,6.0,12.0,6.0,"(12,6)",18.0,Violated
52,"(7,6)",7,6,sub,6,1.0,13.0,12.0,"(13,12)",1.0,No-violated
53,"(7,6)",7,6,sum,6,13.0,13.0,12.0,"(13,12)",25.0,Violated
54,"(7,0)",7,0,sub,6,7.0,13.0,6.0,"(13,6)",7.0,No-violated
55,"(7,0)",7,0,sum,6,7.0,13.0,6.0,"(13,6)",19.0,Violated
56,"(4,4)",4,4,sub,6,0.0,10.0,10.0,"(10,10)",0.0,No-violated
57,"(4,4)",4,4,sum,6,8.0,10.0,10.0,"(10,10)",20.0,Violated
58,"(2,5)",2,5,sub,6,-3.0,8.0,11.0,"(8,11)",-3.0,No-violated
59,"(2,5)",2,5,sum,6,7.0,8.0,11.0,"(8,11)",19.0,Violated
60,"(4,5)",4,5,sub,6,-1.0,10.0,11.0,"(10,11)",-1.0,No-violated
61,"(4,5)",4,5,sum,6,9.0,10.0,11.0,"(10,11)",21.0,Violated
62,"(2,7)",2,7,sub,6,-5.0,8.0,13.0,"(8,13)",-5.0,No-violated
63,"(2,7)",2,7,sum,6,9.0,8.0,13.0,"(8,13)",21.0,Violated
64,"(6,3)",6,3,sub,6,3.0,12.0,9.0,"(12,9)",3.0,No-violated
65,"(6,3)",6,3,sum,6,9.0,12.0,9.0,"(12,9)",21.0,Violated
66,"(7,9)",7,9,sub,6,-2.0,13.0,15.0,"(13,15)",-2.0,No-violated
67,"(7,9)",7,9,sum,6,16.0,13.0,15.0,"(13,15)",28.0,Violated
68,"(6,2)",6,2,sub,6,4.0,12.0,8.0,"(12,8)",4.0,No-violated
69,"(6,2)",6,2,sum,6,8.0,12.0,8.0,"(12,8)",20.0,Violated
70,"(1,2)",1,2,sub,6,-1.0,7.0,8.0,"(7,8)",-1.0,No-violated
71,"(1,2)",1,2,sum,6,3.0,7.0,8.0,"(7,8)",15.0,Violated
72,"(6,9)",6,9,sub,6,-3.0,12.0,15.0,"(12,15)",-3.0,No-violated
73,"(6,9)",6,9,sum,6,15.0,12.0,15.0,"(12,15)",27.0,Violated
74,"(2,4)",2,4,sub,6,-2.0,8.0,10.0,"(8,10)",-2.0,No-violated
75,"(2,4)",2,4,sum,6,6.0,8.0,10.0,"(8,10)",18.0,Violated
76,"(7,8)",7,8,sub,6,-1.0,13.0,14.0,"(13,14)",-1.0,No-violated
77,"(7,8)",7,8,sum,6,15.0,13.0,14.0,"(13,14)",27.0,Violated
78,"(1,6)",1,6,sub,6,-5.0,7.0,12.0,"(7,12)",-5.0,No-violated
79,"(1,6)",1,6,sum,6,7.0,7.0,12.0,"(7,12)",19.0,Violated
80,"(1,6)",1,6,sub,6,-5.0,7.0,12.0,"(7,12)",-5.0,No-violated
81,"(1,6)",1,6,sum,6,7.0,7.0,12.0,"(7,12)",19.0,Violated
82,"(1,9)",1,9,sub,6,-8.0,7.0,15.0,"(7,15)",-8.0,No-violated
83,"(1,9)",1,9,sum,6,10.0,7.0,15.0,"(7,15)",22.0,Violated
84,"(0,7)",0,7,sub,6,-7.0,6.0,13.0,"(6,13)",-7.0,No-violated
85,"(0,7)",0,7,sum,6,7.0,6.0,13.0,"(6,13)",19.0,Violated
86,"(4,7)",4,7,sub,6,-3.0,10.0,13.0,"(10,13)",-3.0,No-violated
87,"(4,7)",4,7,sum,6,11.0,10.0,13.0,"(10,13)",23.0,Violated
88,"(3,5)",3,5,sub,6,-2.0,9.0,11.0,"(9,11)",-2.0,No-violated
89,"(3,5)",3,5,sum,6,8.0,9.0,11.0,"(9,11)",20.0,Violated
90,"(1,7)",1,7,sub,6,-6.0,7.0,13.0,"(7,13)",-6.0,No-violated
91,"(1,7)",1,7,sum,6,8.0,7.0,13.0,"(7,13)",20.0,Violated
92,"(5,8)",5,8,sub,6,-3.0,11.0,14.0,"(11,14)",-3.0,No-violated
93,"(5,8)",5,8,sum,6,13.0,11.0,14.0,"(11,14)",25.0,Violated
94,"(5,1)",5,1,sub,6,4.0,11.0,7.0,"(11,7)",4.0,No-violated
95,"(5,1)",5,1,sum,6,6.0,11.0,7.0,"(11,7)",18.0,Violated
96,"(8,8)",8,8,sub,6,0.0,14.0,14.0,"(14,14)",0.0,No-violated
97,"(8,8)",8,8,sum,6,16.0,14.0,14.0,"(14,14)",28.0,Violated
98,"(6,6)",6,6,sub,6,0.0,12.0,12.0,"(12,12)",0.0,No-violated
99,"(6,6)",6,6,sum,6,12.0,12.0,12.0,"(12,12)",24.0,Violated
100,"(5,2)",5,2,sub,6,3.0,11.0,8.0,"(11,8)",3.0,No-violated
101,"(5,2)",5,2,sum,6,7.0,11.0,8.0,"(11,8)",19.0,Violated
102,"(3,5)",3,5,sub,6,-2.0,9.0,11.0,"(9,11)",-2.0,No-violated
103,"(3,5)",3,5,sum,6,8.0,9.0,11.0,"(9,11)",20.0,Violated
104,"(9,9)",9,9,sub,6,0.0,15.0,15.0,"(15,15)",0.0,No-violated
105,"(9,9)",9,9,sum,6,18.0,15.0,15.0,"(15,15)",30.0,Violated
106,"(2,4)",2,4,sub,6,-2.0,8.0,10.0,"(8,10)",-2.0,No-violated
107,"(2,4)",2,4,sum,6,6.0,8.0,10.0,"(8,10)",18.0,Violated
108,"(9,7)",9,7,sub,6,2.0,15.0,13.0,"(15,13)",2.0,No-violated
109,"(9,7)",9,7,sum,6,16.0,15.0,13.0,"(15,13)",28.0,Violated
110,"(0,2)",0,2,sub,6,-2.0,6.0,8.0,"(6,8)",-2.0,No-violated
111,"(0,2)",0,2,sum,6,2.0,6.0,8.0,"(6,8)",14.0,Violated
112,"(0,2)",0,2,sub,6,-2.0,6.0,8.0,"(6,8)",-2.0,No-violated
113,"(0,2)",0,2,sum,6,2.0,6.0,8.0,"(6,8)",14.0,Violated
114,"(0,1)",0,1,sub,6,-1.0,6.0,7.0,"(6,7)",-1.0,No-violated
115,"(0,1)",0,1,sum,6,1.0,6.0,7.0,"(6,7)",13.0,Violated
116,"(6,1)",6,1,sub,6,5.0,12.0,7.0,"(12,7)",5.0,No-violated
117,"(6,1)",6,1,sum,6,7.0,12.0,7.0,"(12,7)",19.0,Violated
118,"(9,3)",9,3,sub,6,6.0,15.0,9.0,"(15,9)",6.0,No-violated
119,"(9,3)",9,3,sum,6,12.0,15.0,9.0,"(15,9)",24.0,Violated
120,"(4,2)",4,2,sub,6,2.0,10.0,8.0,"(10,8)",2.0,No-violated
121,"(4,2)",4,2,sum,6,6.0,10.0,8.0,"(10,8)",18.0,Violated
122,"(0,3)",0,3,sub,6,-3.0,6.0,9.0,"(6,9)",-3.0,No-violated
123,"(0,3)",0,3,sum,6,3.0,6.0,9.0,"(6,9)",15.0,Violated
124,"(6,3)",6,3,sub,6,3.0,12.0,9.0,"(12,9)",3.0,No-violated
125,"(6,3)",6,3,sum,6,9.0,12.0,9.0,"(12,9)",21.0,Violated
126,"(9,7)",9,7,sub,6,2.0,15.0,13.0,"(15,13)",2.0,No-violated
127,"(9,7)",9,7,sum,6,16.0,15.0,13.0,"(15,13)",28.0,Violated
128,"(3,4)",3,4,sub,6,-1.0,9.0,10.0,"(9,10)",-1.0,No-violated
129,"(3,4)",3,4,sum,6,7.0,9.0,10.0,"(9,10)",19.0,Violated
130,"(5,7)",5,7,sub,6,-2.0,11.0,13.0,"(11,13)",-2.0,No-violated
131,"(5,7)",5,7,sum,6,12.0,11.0,13.0,"(11,13)",24.0,Violated
132,"(9,6)",9,6,sub,6,3.0,15.0,12.0,"(15,12)",3.0,No-violated
133,"(9,6)",9,6,sum,6,15.0,15.0,12.0,"(15,12)",27.0,Violated
134,"(3,4)",3,4,sub,6,-1.0,9.0,10.0,"(9,10)",-1.0,No-violated
135,"(3,4)",3,4,sum,6,7.0,9.0,10.0,"(9,10)",19.0,Violated
136,"(7,4)",7,4,sub,6,3.0,13.0,10.0,"(13,10)",3.0,No-violated
137,"(7,4)",7,4,sum,6,11.0,13.0,10.0,"(13,10)",23.0,Violated
138,"(7,9)",7,9,sub,6,-2.0,13.0,15.0,"(13,15)",-2.0,No-violated
139,"(7,9)",7,9,sum,6,16.0,13.0,15.0,"(13,15)",28.0,Violated
140,"(5,7)",5,7,sub,6,-2.0,11.0,13.0,"(11,13)",-2.0,No-violated
141,"(5,7)",5,7,sum,6,12.0,11.0,13.0,"(11,13)",24.0,Violated
142,"(5,8)",5,8,sub,6,-3.0,11.0,14.0,"(11,14)",-3.0,No-violated
143,"(5,8)",5,8,sum,6,13.0,11.0,14.0,"(11,14)",25.0,Violated
144,"(0,6)",0,6,sub,6,-6.0,6.0,12.0,"(6,12)",-6.0,No-violated
145,"(0,6)",0,6,sum,6,6.0,6.0,12.0,"(6,12)",18.0,Violated
146,"(1,0)",1,0,sub,6,1.0,7.0,6.0,"(7,6)",1.0,No-violated
147,"(1,0)",1,0,sum,6,1.0,7.0,6.0,"(7,6)",13.0,Violated
148,"(2,2)",2,2,sub,6,0.0,8.0,8.0,"(8,8)",0.0,No-violated
149,"(2,2)",2,2,sum,6,4.0,8.0,8.0,"(8,8)",16.0,Violated
150,"(3,7)",3,7,sub,6,-4.0,9.0,13.0,"(9,13)",-4.0,No-violated
151,"(3,7)",3,7,sum,6,10.0,9.0,13.0,"(9,13)",22.0,Violated
152,"(1,7)",1,7,sub,6,-6.0,7.0,13.0,"(7,13)",-6.0,No-violated
153,"(1,7)",1,7,sum,6,8.0,7.0,13.0,"(7,13)",20.0,Violated
154,"(9,9)",9,9,sub,6,0.0,15.0,15.0,"(15,15)",0.0,No-violated
155,"(9,9)",9,9,sum,6,18.0,15.0,15.0,"(15,15)",30.0,Violated
156,"(2,9)",2,9,sub,6,-7.0,8.0,15.0,"(8,15)",-7.0,No-violated
157,"(2,9)",2,9,sum,6,11.0,8.0,15.0,"(8,15)",23.0,Violated
158,"(4,8)",4,8,sub,6,-4.0,10.0,14.0,"(10,14)",-4.0,No-violated
159,"(4,8)",4,8,sum,6,12.0,10.0,14.0,"(10,14)",24.0,Violated
160,"(5,4)",5,4,sub,6,1.0,11.0,10.0,"(11,10)",1.0,No-violated
161,"(5,4)",5,4,sum,6,9.0,11.0,10.0,"(11,10)",21.0,Violated
162,"(2,6)",2,6,sub,6,-4.0,8.0,12.0,"(8,12)",-4.0,No-violated
163,"(2,6)",2,6,sum,6,8.0,8.0,12.0,"(8,12)",20.0,Violated
164,"(1,6)",1,6,sub,6,-5.0,7.0,12.0,"(7,12)",-5.0,No-violated
165,"(1,6)",1,6,sum,6,7.0,7.0,12.0,"(7,12)",19.0,Violated
166,"(6,2)",6,2,sub,6,4.0,12.0,8.0,"(12,8)",4.0,No-violated
167,"(6,2)",6,2,sum,6,8.0,12.0,8.0,"(12,8)",20.0,Violated
168,"(4,1)",4,1,sub,6,3.0,10.0,7.0,"(10,7)",3.0,No-violated
169,"(4,1)",4,1,sum,6,5.0,10.0,7.0,"(10,7)",17.0,Violated
170,"(2,7)",2,7,sub,6,-5.0,8.0,13.0,"(8,13)",-5.0,No-violated
171,"(2,7)",2,7,sum,6,9.0,8.0,13.0,"(8,13)",21.0,Violated
172,"(6,5)",6,5,sub,6,1.0,12.0,11.0,"(12,11)",1.0,No-violated
173,"(6,5)",6,5,sum,6,11.0,12.0,11.0,"(12,11)",23.0,Violated
174,"(9,4)",9,4,sub,6,5.0,15.0,10.0,"(15,10)",5.0,No-violated
175,"(9,4)",9,4,sum,6,13.0,15.0,10.0,"(15,10)",25.0,Violated
176,"(8,1)",8,1,sub,6,7.0,14.0,7.0,"(14,7)",7.0,No-violated
177,"(8,1)",8,1,sum,6,9.0,14.0,7.0,"(14,7)",21.0,Violated
178,"(9,4)",9,4,sub,6,5.0,15.0,10.0,"(15,10)",5.0,No-violated
179,"(9,4)",9,4,sum,6,13.0,15.0,10.0,"(15,10)",25.0,Violated
180,"(4,0)",4,0,sub,6,4.0,10.0,6.0,"(10,6)",4.0,No-violated
181,"(4,0)",4,0,sum,6,4.0,10.0,6.0,"(10,6)",16.0,Violated
182,"(4,3)",4,3,sub,6,1.0,10.0,9.0,"(10,9)",1.0,No-violated
183,"(4,3)",4,3,sum,6,7.0,10.0,9.0,"(10,9)",19.0,Violated
184,"(5,1)",5,1,sub,6,4.0,11.0,7.0,"(11,7)",4.0,No-violated
185,"(5,1)",5,1,sum,6,6.0,11.0,7.0,"(11,7)",18.0,Violated
186,"(3,5)",3,5,sub,6,-2.0,9.0,11.0,"(9,11)",-2.0,No-violated
187,"(3,5)",3,5,sum,6,8.0,9.0,11.0,"(9,11)",20.0,Violated
188,"(2,5)",2,5,sub,6,-3.0,8.0,11.0,"(8,11)",-3.0,No-violated
189,"(2,5)",2,5,sum,6,7.0,8.0,11.0,"(8,11)",19.0,Violated
190,"(2,7)",2,7,sub,6,-5.0,8.0,13.0,"(8,13)",-5.0,No-violated
191,"(2,7)",2,7,sum,6,9.0,8.0,13.0,"(8,13)",21.0,Violated
192,"(2,3)",2,3,sub,6,-1.0,8.0,9.0,"(8,9)",-1.0,No-violated
193,"(2,3)",2,3,sum,6,5.0,8.0,9.0,"(8,9)",17.0,Violated
194,"(1,3)",1,3,sub,6,-2.0,7.0,9.0,"(7,9)",-2.0,No-violated
195,"(1,3)",1,3,sum,6,4.0,7.0,9.0,"(7,9)",16.0,Violated
196,"(0,6)",0,6,sub,6,-6.0,6.0,12.0,"(6,12)",-6.0,No-violated
197,"(0,6)",0,6,sum,6,6.0,6.0,12.0,"(6,12)",18.0,Violated
198,"(1,8)",1,8,sub,6,-7.0,7.0,14.0,"(7,14)",-7.0,No-violated
199,"(1,8)",1,8,sum,6,9.0,7.0,14.0,"(7,14)",21.0,Violated
